title,director_name,duration,gross,num_voted_users,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_fb_likes
Survivor,James McTeigue,96,,21833,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101,20000000,2015,5.6,2.35,0
The Frozen Ground,Scott Walker,105,,43879,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133,27220000,2013,6.4,2.35,11000
The Painted Veil,John Curran,125,8047690,77656,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,220,19400000,2006,7.5,2.35,0
The Baader Meinhof Complex,Uli Edel,184,476270,29602,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,110,20000000,2008,7.4,1.85,0
Dances with Wolves,Kevin Costner,236,184208848,186485,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382,22000000,1990,8,2.35,0
Bad Teacher,Jake Kasdan,97,100292856,160418,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296,20000000,2011,5.7,1.85,16000
Sea of Love,Harold Becker,113,58571513,30213,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,112,19000000,1989,6.8,1.85,0
A Cinderella Story,Mark Rosman,95,51431160,62861,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232,20000000,2004,5.9,1.85,0
Scream,Wes Craven,103,103001286,222018,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,869,15000000,1996,7.2,2.35,11000
Thir13en Ghosts,Steve Beck,91,41867960,65512,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,478,20000000,2001,5.5,1.33,0
The Shining,Stanley Kubrick,146,,610333,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,1320,19000000,1980,8.4,1.37,37000
Back to the Future,Robert Zemeckis,116,210609762,732212,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,809,19000000,1985,8.5,1.18,39000
House on Haunted Hill,William Malone,93,40846082,45317,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,536,19000000,1999,5.6,1.37,0
I Can Do Bad All by Myself,Tyler Perry,113,51697449,8346,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,59,13000000,2009,4.1,1.85,1000
Fight Valley,Rob Hawk,90,,60,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6,27000000,2016,5,,1000
The Switch,Josh Gordon,101,27758465,77987,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,120,19000000,2010,6.1,2.35,0
Just Married,Shawn Levy,95,56127162,57479,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,205,18000000,2003,5.4,1.85,0
The Devil's Double,Lee Tamahori,109,1357042,53977,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,125,15000000,2011,7.1,2.35,14000
"Gone, Baby, Gone",,43,,29,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1,,,,6.6,1.33,0
Thomas and the Magic Railroad,Britt Allcroft,85,15911333,2855,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,119,19000000,2000,3.6,1.85,663
The Crazies,Breck Eisner,101,39103378,93272,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,251,20000000,2010,6.5,2.35,0
Spirited Away,Hayao Miyazaki,125,10049886,417971,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,902,19000000,2001,8.6,1.85,28000
Firestorm,Alan Yuen,118,,1904,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,12,,2013,6.2,2.35,332
The Bounty,Roger Donaldson,132,8600000,17982,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95,25000000,1984,7,2.35,1000
The Book Thief,Brian Percival,131,21483154,98741,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236,19000000,2013,7.6,2.35,53000
Sex Drive,Sean Anders,129,8396942,72715,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,103,19000000,2008,6.5,1.85,0
Leap Year,Anand Tucker,100,12561,71276,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181,19000000,2010,6.4,2.35,13000
The Fall of the Roman Empire,Anthony Mann,172,,6156,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,91,19000000,1964,6.7,2.2,560
Take Me Home Tonight,Michael Dowse,97,6923891,43867,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,83,23000000,2011,6.3,2.35,0
Won't Back Down,Daniel Barnz,121,5308553,5147,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37,,2012,6.4,2.35,0
The Nutcracker,Emile Ardolino,92,2119994,1153,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,15,19000000,1993,5.7,1.85,238
Kansas City,Robert Altman,116,1292527,3536,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,44,19000000,1996,6.3,1.85,228
Indignation,James Schamus,110,560512,550,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3,,2016,7.8,2,599
The Amityville Horror,Andrew Douglas,90,64255243,80903,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518,19000000,2005,6,2.35,0
Adaptation.,Spike Jonze,81,22245861,143251,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,710,19000000,2002,7.7,1.85,0
Land of the Dead,George A. Romero,97,20433940,78883,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,662,15000000,2005,6.2,2.35,0
Out of Inferno,Danny Pang,107,,625,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,4,,2013,5.7,1.85,124
Fear and Loathing in Las Vegas,Terry Gilliam,118,10562387,213226,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,648,18500000,1998,7.7,2.35,15000
The Invention of Lying,Ricky Gervais,100,18439082,94292,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,287,18500000,2009,6.4,1.85,13000
Neighbors,Nicholas Stoller,97,150056505,216581,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397,18000000,2014,6.4,2.35,21000
The Mask,Chuck Russell,114,119938730,265818,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213,18000000,1994,6.9,1.85,0
Big,Penny Marshall,130,114968774,153468,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,204,18000000,1988,7.3,1.85,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,82,128505958,297014,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,1198,18000000,2006,7.3,1.85,0
Legally Blonde,Robert Luketic,96,95001351,131801,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,548,18000000,2001,6.2,2.35,0
Star Trek III: The Search for Spock,Leonard Nimoy,105,76400000,58743,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,192,17000000,1984,6.6,2.35,0
The Exorcism of Emily Rose,Scott Derrickson,122,75072454,96569,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,522,20000000,2005,6.7,2.35,0
Deuce Bigalow: Male Gigolo,Mike Mitchell,88,65535067,59380,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,202,17000000,1999,5.7,1.85,0
Left Behind,Vic Armstrong,110,13998282,24854,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,16000000,2014,3.1,2.35,31000
The Family Stone,Thomas Bezucha,103,6061759,49077,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,475,17000000,2005,6.3,1.85,0
Barbershop 2: Back in Business,Kevin Rodney Sullivan,106,64955956,10104,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,18000000,2004,5.7,1.85,265
Bad Santa,Terry Zwigoff,98,60057639,107815,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,485,18000000,2003,7.1,1.85,10000
Austin Powers: International Man of Mystery,Jay Roach,68,53868030,183425,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,425,17000000,1997,7,2.35,0
My Big Fat Greek Wedding 2,Kirk Jones,94,59573085,13562,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,18000000,2016,6.1,2.35,19000
Diary of a Wimpy Kid: Rodrick Rules,David Bowers,99,52691009,18727,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,21000000,2011,6.6,2.35,0
Predator,John McTiernan,107,59735548,290949,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,629,15000000,1987,7.8,1.85,13000
Amadeus,Milos Forman,180,51600000,270790,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,18000000,1984,8.3,2.35,16000
Prom Night,Nelson McCormick,89,43818159,27664,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,260,20000000,2008,3.9,2.35,1000
Mean Girls,Mark Waters,97,86049418,245989,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,17000000,2004,7,1.85,0
Under the Tuscan Sun,Audrey Wells,113,43601508,35718,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,18000000,2003,6.7,1.85,0
Gosford Park,Robert Altman,131,41300105,65201,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,651,19800000,2001,7.3,2.35,0
The O.C.,,44,,65785,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281,,,7.5,1.78,0
Peggy Sue Got Married,Francis Ford Coppola,103,41382841,27149,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,96,18000000,1986,6.3,1.85,0
Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu,119,42335698,395087,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,1101,18000000,2014,7.8,1.85,114000
Blue Jasmine,Woody Allen,98,33404871,150082,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,384,18000000,2013,7.3,2.35,36000
United 93,Paul Greengrass,111,31471430,83374,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828,15000000,2006,7.6,2.35,0
Honey,Bille Woodruff,94,30222640,36666,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,144,25000000,2003,5.3,1.85,0
Glory,Edward Zwick,122,26830000,101889,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365,18000000,1989,7.9,1.85,0
Spy Hard,Rick Friedberg,81,26906039,29621,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76,18000000,1996,5.3,1.85,588
The Fog,John Carpenter,89,21378000,46492,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,1000000,1980,6.8,2.35,7000
Soul Surfer,Sean McNamara,106,43853424,35514,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,18000000,2011,7.1,2.35,15000
Catch-22,Mike Nichols,122,,17277,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,124,18000000,1970,7.2,2.35,0
Observe and Report,Jody Hill,86,23993605,52467,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,248,18000000,2009,5.8,2.35,0
Conan the Destroyer,Richard Fleischer,103,26400000,62009,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109,18000000,1984,5.8,2.35,2000
Raging Bull,Martin Scorsese,121,45250,235133,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,494,18000000,1980,8.3,1.85,0
Love Happens,Brandon Camp,109,22927390,25344,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,77,18000000,2009,5.6,1.85,0
Young Sherlock Holmes,Barry Levinson,109,4250320,14870,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,86,18000000,1985,6.8,1.85,0
Fame,Kevin Tancharoen,123,22452209,14062,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,18000000,2009,5,2.35,0
127 Hours,Danny Boyle,94,18329466,279179,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,440,18000000,2010,7.6,1.85,63000
Small Time Crooks,Woody Allen,94,17071230,31169,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192,18000000,2000,6.7,1.85,812
Center Stage,Nicholas Hytner,115,17174870,15817,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,210,18000000,2000,6.7,2.35,0
Love the Coopers,Jessie Nelson,107,26284475,9051,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,68,17000000,2015,5.7,2.35,0
Catch That Kid,Bart Freundlich,91,16702864,8023,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,49,18000000,2004,5.2,1.85,591
Life as a House,Irwin Winkler,125,15561627,39105,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,359,18000000,2001,7.5,2.35,0
Steve Jobs,Danny Boyle,122,17750583,93548,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,307,30000000,2015,7.2,2.35,23000
"I Love You, Beth Cooper",Chris Columbus,102,14793904,28209,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,80,18000000,2009,5.3,1.85,0
Youth in Revolt,Miguel Arteta,90,15281286,64646,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,105,18000000,2009,6.5,1.85,0
The Legend of the Lone Ranger,William A. Fraker,98,8000000,1400,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41,18000000,1981,5,2.35,346
The Tailor of Panama,John Boorman,109,13491653,23728,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,213,18000000,2001,6.1,2.35,813
Blow Out,Brian De Palma,107,,27629,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,149,18000000,1981,7.4,2.35,2000
Getaway,Courtney Solomon,90,10494494,19586,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,109,18000000,2013,4.4,2.35,4000
The Ice Storm,Ang Lee,112,7837632,46396,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,287,18000000,1997,7.5,1.85,0
And So It Goes,Rob Reiner,94,15155772,8895,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48,18000000,2014,5.7,2.35,3000
Troop Beverly Hills,Jeff Kanew,105,8508843,7470,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,35,18000000,1989,5.5,1.37,0
Being Julia,István Szabó,104,7739049,10680,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,112,18000000,2004,7.1,1.85,562
9½ Weeks,Adrian Lyne,112,6734844,29591,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,118,17000000,1986,5.9,1.85,0
Dragonslayer,Matthew Robbins,108,6000000,10832,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102,18000000,1981,6.7,2.35,0
The Last Station,Michael Hoffman,112,6615578,15352,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,82,13000000,2009,7,2.35,0
Ed Wood,Tim Burton,127,5887457,142416,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,420,18000000,1994,7.9,1.85,0
Labor Day,Jason Reitman,111,13362308,31898,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,111,18000000,2013,6.9,2.35,0
Mongol: The Rise of Genghis Khan,Sergey Bodrov,126,5701643,37635,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,165,20000000,2007,7.3,2.35,0
RocknRolla,Guy Ritchie,114,5694401,194489,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,192,18000000,2008,7.3,2.35,12000
Megaforce,Hal Needham,99,5333658,2541,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,54,20000000,1982,3.5,1.85,0
Hamlet,Kenneth Branagh,150,4414535,30618,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,224,18000000,1996,7.8,2.2,0
Mao's Last Dancer,Bruce Beresford,117,4806750,6091,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,53,,2009,7.4,1.85,0
Midnight Special,Jeff Nichols,112,3707794,31359,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156,18000000,2016,6.7,2.35,0
Anything Else,Woody Allen,108,3203044,25165,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,155,18000000,2003,6.4,2.35,827
The Railway Man,Jonathan Teplitzky,116,4435083,27882,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,119,18000000,2013,7.1,2.35,18000
Unforgettable,,60,,12854,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,44,,,6.7,,0
The White Ribbon,Michael Haneke,144,2222647,52958,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,193,12000000,2009,7.8,1.85,0
Restoration,Zack Ward,92,,436,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6,,2016,4,,378
The Wraith,Mike Marvin,93,3500000,10082,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,100,2700000,1986,5.9,1.85,0
The Salton Sea,D.J. Caruso,103,676698,26730,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,180,18000000,2002,7.2,1.85,2000
Metallica Through the Never,Nimród Antal,93,3419967,13359,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,56,,2013,7.2,2.35,19000
The Informers,Gregor Jordan,98,,14324,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,93,18000000,2008,5.1,2.35,1000
Carlos,,334,145118,10111,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,36,,,7.7,2.35,0
I Come with the Rain,Tran Anh Hung,114,,2541,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,20,18000000,2009,5.5,2.35,342
One Man's Hero,Lance Hool,121,229311,899,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,42,11350000,1999,6.2,2.35,271
Day of the Dead,George A. Romero,87,,49669,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,3500000,1985,7.2,1.85,3000
I Am Wrath,Chuck Russell,92,,4510,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,50,18000000,2016,5.2,,0
Renaissance,Christian Volckman,105,63260,14325,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90,14000000,2006,6.7,2.35,0
Forsaken,Jon Cassar,90,,4693,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,49,11000000,2015,6.3,2.35,0
Red Sonja,Richard Fleischer,89,,30215,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,95,17900000,1985,5,2.35,0
Red Lights,Rodrigo Cortés,114,,48162,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,140,14000000,2012,6.2,2.35,10000
Superbad,Greg Mottola,119,121463226,422606,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,555,20000000,2007,7.6,1.85,0
Madea Goes to Jail,Tyler Perry,103,90485233,9544,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,45,,2009,4.1,1.85,804
Wolves,David Hayter,91,,5693,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,34,18000000,2014,5.3,2.35,0
Step Up 2: The Streets,Jon M. Chu,98,58006147,67653,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,108,23000000,2008,6.2,1.85,0
Hoodwinked!,Cory Edwards,80,51053787,45900,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,247,17500000,2005,6.5,1.85,0
Hotel Rwanda,Terry George,121,23472900,264533,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,609,17500000,2004,8.1,2.35,12000
Hitman,Xavier Gens,94,39687528,140780,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,376,24000000,2007,6.3,2.35,0
Black Nativity,Kasi Lemmons,93,7017178,1633,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17,17500000,2013,4.4,2.35,0
The Prince,Brian A Miller,93,,13133,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,101,18000000,2014,4.6,2.35,0
City of Ghosts,Matt Dillon,116,325491,4387,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,67,17500000,2002,6,1.85,204
The Others,Alejandro Amenábar,101,96471845,268581,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,1109,17000000,2001,7.6,1.85,20000
Aliens,James Cameron,154,85200000,488537,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,1076,18500000,1986,8.4,1.85,18000
My Fair Lady,George Cukor,170,72000000,66959,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,258,17000000,1964,7.9,2.2,0
I Know What You Did Last Summer,Jim Gillespie,99,72219395,105585,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,419,17000000,1997,5.6,2.35,0
Let's Be Cops,Luke Greenfield,104,82389560,106820,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,147,17000000,2014,6.5,1.85,14000
Sideways,Alexander Payne,126,71502303,149966,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,835,12000000,2004,7.5,1.85,0
Beerfest,Jay Chandrasekhar,110,19179969,54710,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,177,17500000,2006,6.3,2.35,0
Halloween,John Carpenter,101,47000000,157857,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,300000,1978,7.9,2.35,12000
Hero,Yimou Zhang,80,84961,149414,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,841,31000000,2002,7.9,2.35,0
Good Boy!,John Hoffman,87,37566230,3407,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48,17000000,2003,5.1,1.85,309
The Best Man Holiday,Malcolm D. Lee,123,70492685,11600,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,64,17000000,2013,6.7,2.35,7000
Smokin' Aces,Joe Carnahan,109,35635046,121058,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,482,17000000,2006,6.7,2.35,3000
Saw 3D: The Final Chapter,Kevin Greutert,90,45670855,67978,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,279,20000000,2010,5.6,1.85,12000
40 Days and 40 Nights,Michael Lehmann,96,37939782,62272,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,207,17000000,2002,5.6,1.85,2000
TRON: Legacy,Joseph Kosinski,125,172051787,264186,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665,170000000,2010,6.8,2.35,30000
A Night at the Roxbury,John Fortenberry,82,30324946,48458,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,239,17000000,1998,6.2,1.85,0
Beastly,Daniel Barnz,86,27854896,64190,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129,17000000,2011,5.6,2.35,16000
The Hills Have Eyes,Alexandre Aja,108,41777564,129719,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,855,15000000,2006,6.4,2.35,0
Dickie Roberts: Former Child Star,Sam Weisman,98,22734486,11815,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,117,17000000,2003,5.6,2.35,320
"McFarland, USA",Niki Caro,129,44469602,23480,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,83,17000000,2015,7.4,2.35,21000
Lottery Ticket,Erik White,99,24708699,7991,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30,,2010,4.9,2.35,0
ATL,Chris Robinson,105,21160089,8522,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,92,,2006,6,2.35,874
Pitch Perfect,Jason Moore,112,64998368,213898,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,250,17000000,2012,7.2,1.85,36000
Summer Catch,Michael Tollin,108,19693891,12993,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,107,34000000,2001,4.9,1.85,476
A Simple Plan,Sam Raimi,121,16311763,50656,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,416,17000000,1998,7.5,1.85,0
They,Robert Harmon,89,12693621,10885,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,271,17000000,2002,4.8,2.35,814
Larry the Cable Guy: Health Inspector,Trent Cooper,89,15655665,9104,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,112,4000000,2006,3.1,1.33,110
The Adventures of Elmo in Grouchland,Gary Halvorson,73,11634458,2045,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37,17000000,1999,5.8,1.85,339
Brooklyn's Finest,Antoine Fuqua,132,27154426,52852,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,138,17000000,2009,6.7,2.35,4000
55 Days at Peking,Nicholas Ray,154,,4550,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,50,9000000,1963,6.8,2.2,419
Evil Dead,Fede Alvarez,96,54239856,125016,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789,17000000,2013,6.5,2.35,70000
My Life in Ruins,Donald Petrie,98,8662318,15033,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,75,17000000,2009,5.9,1.85,0
American Dreamz,Paul Weitz,107,7156725,22639,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217,19000000,2006,5.5,1.85,300
Superman IV: The Quest for Peace,Sidney J. Furie,134,15681020,33570,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259,17000000,1987,3.6,2.35,1000
How She Move,Ian Iqbal Rashid,94,7070459,4600,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,18,,2007,3.3,1.85,238
Running Scared,Wayne Kramer,122,6855137,88590,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,419,17000000,2006,7.4,2.35,0
Bobby Jones: Stroke of Genius,Rowdy Herrington,128,2694071,3222,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,64,,2004,6.7,2.35,352
Shanghai Surprise,Jim Goddard,97,2315683,4081,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,28,17000000,1986,3,1.85,154
The Illusionist,Neil Burger,110,39825798,295375,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645,16000000,2006,7.6,1.85,15000
Roar,Noel Marshall,102,2000000,1275,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,27,17000000,1981,6.4,2.35,0
Veronica Guerin,Joel Schumacher,98,1569918,16234,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,113,17000000,2003,6.9,2.35,0
Escobar: Paradise Lost,Andrea Di Stefano,120,106869,13762,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,39,17000000,2014,6.6,,0
Southland Tales,Richard Kelly,160,273420,32671,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238,17000000,2006,5.5,2.35,0
Dragon Hunters,Guillaume Ivernel,80,,10706,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,39,11000000,2008,6.6,,0
Damnation Alley,Jack Smight,91,,3701,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,71,17000000,1977,5.2,2.35,903
